pertSize,reactionTime,initialResponse
-150,2.52000182915071,1
200,1.80999933803105,-1
0,3.96100156808097,1
-100,2.68400241267955,1
50,3.38299862373242,-1
-300,2.0699941529092,-1
0,3.95900111460651,1
-25,6.21199325275666,1
300,1.91699894464546,-1
150,3.08999966800184,-1
-200,2.82099591899168,1
-50,3.98899977624387,1
25,4.43099759770121,-1
100,3.25899883473176,-1
150,3.2469955244087,-1
-200,1.58699838233588,1
0,6.01399810290604,1
100,2.2909931478498,-1
-50,3.71799578714854,1
300,1.80500109780405,-1
0,6.77900134956872,1
25,7.49900238060945,1
-300,2.11299960708857,1
-150,3.83299618184537,1
200,2.45799756324413,-1
50,3.390995592119,-1
-25,6.18299998129078,1
-100,5.21899883640435,1
-150,1.88199467743107,1
