pertSize,reactionTime,initialResponse
-150,1.95100532674405,1
200,1.65900681747007,-1
0,6.49300357866741,-1
-100,0.996002230531303,1
50,2.65800402188324,-1
-300,0.519009101990378,1
0,7.48600664245896,-1
-25,2.80800822078891,-1
300,1.703000155685,-1
150,1.4830011677841,-1
-200,0.669999778983765,1
-50,6.42800503433682,1
25,2.54100868415844,-1
100,1.6310051951441,-1
150,1.33200603973819,-1
-200,1.5760067806259,1
0,4.93300007295329,-1
100,1.86300222171121,-1
-50,7.45300866068283,-1
300,0.838002938267891,-1
0,5.58000134909526,-1
25,2.71000851893041,-1
-300,0.659005410430836,1
-150,2.07400738049182,1
200,1.66900072323915,-1
50,2.77099932957208,-1
-25,3.52400776362629,1
-100,1.55200327599596,1
-150,NaN,NaN
