pertSize,reactionTime,initialResponse
-150,1.16599800288532,1
200,2.86299219429202,-1
0,4.06399207603681,-1
-100,1.14799710988882,1
50,2.90699138188211,-1
-300,0.839992751360114,1
0,5.9269934530239,1
-25,2.82199306356779,-1
300,1.6409979019154,-1
150,2.50999809479254,-1
-200,1.20199633669836,1
-50,4.71199007892574,1
25,4.54999358510395,-1
100,2.43899313747534,-1
150,1.80199655603792,-1
-200,0.943996148344013,1
0,3.71999724172929,1
100,2.62299963366968,-1
-50,4.24799613415962,1
300,1.63099048673757,-1
0,8.56099728941626,-1
25,3.09099329864694,-1
-300,1.6589938951729,1
-150,1.6359900767784,1
200,1.66299272167089,-1
50,5.82899307155458,1
-25,2.30599558400718,1
-100,1.16199713217793,1
-150,2.31899479174172,1
