pertSize,reactionTime,initialResponse
100,2.04399836099037,-1
25,2.84300045228156,-1
-50,2.95599763882637,1
-200,1.013994362831,1
150,2.53000024533685,-1
300,2.68199376750272,-1
-25,3.3859941685223,-1
0,3.28100204825751,1
-300,0.981001669286343,1
50,2.81899579132005,-1
-100,4.3530004054337,1
0,4.77200379037822,1
200,1.52300353264582,-1
-150,1.93100247323309,1
-100,2.91099705147644,1
-25,5.5440011063838,1
50,3.9949962333485,-1
200,1.66100299882964,-1
-150,1.50300204873201,1
-300,1.64300069498859,1
25,3.9450030813241,-1
0,4.48299622369086,1
300,1.55799479496636,-1
-50,3.29099701380619,1
100,3.34799622631544,-1
0,6.95299389362481,-1
-200,1.10299581182335,1
150,2.74500037897087,-1
100,2.59799379181641,-1
