pertSize,reactionTime,initialResponse
-150,3.17499338687048,-1
200,2.86000140464603,1
0,4.31199931860465,-1
-100,6.87799734890723,-1
50,3.78100270652794,1
-300,4.54300146913738,-1
0,5.20899440336507,1
-25,4.5720012389429,-1
300,2.7159989615684,1
150,3.83200248455978,1
-200,3.12300264311489,-1
-50,5.57599677777762,-1
25,3.94900240099378,1
100,5.13199899959727,1
150,4.50699634802731,-1
-200,4.60299332714203,-1
0,7.04600025594846,1
100,6.19199946916342,1
-50,5.77699499488517,-1
300,3.72500138545001,1
0,6.24499279689917,1
25,5.12199705922831,1
-300,4.60299349034176,-1
-150,6.72999274980975,-1
200,2.75400102126878,1
50,7.23999864792859,1
-25,4.14399983382464,-1
-100,7.14999955511303,-1
-150,6.29299407100916,1
