pertSize,reactionTime,initialResponse
-150,1.6429979685563,1
200,1.22100210189819,-1
0,4.73999775373522,-1
-100,1.52800374555227,1
50,5.28999603926786,-1
-300,1.47200055944995,1
0,6.08400422751583,1
-25,3.38400483036094,1
300,1.04300467002031,-1
150,2.26199999177334,-1
-200,2.12500417137198,1
-50,3.6619971104883,1
25,4.59199990677735,-1
100,3.21100084388308,-1
150,1.97000509285863,-1
-200,1.44199926602596,1
0,3.76300057875778,1
100,3.17600170087826,-1
-50,3.07299806189258,1
300,0.845002443311387,-1
0,3.96200344419049,1
25,3.68800055015163,-1
-300,2.15999762665888,1
-150,1.53899900734541,1
200,1.09100468731049,-1
50,3.73200424527749,1
-25,5.02900541436247,1
-100,2.13700411808531,1
-150,1.44300552189088,1
