pertSize,reactionTime,initialResponse
100,2.26099370431621,-1
25,5.73699971508904,1
-50,6.77099636626372,1
-200,1.17999077629793,1
150,0.992999330163002,-1
300,0.300991846677789,-1
-25,2.38999168145529,1
0,5.1909953838549,-1
-300,1.03699892294389,-1
50,3.5819948109347,1
-100,3.88899579500867,1
0,4.80199549245299,1
200,1.1309952228039,-1
-150,1.53699487817357,1
-100,1.39199327003735,-1
-25,5.86299761926784,-1
50,2.24699197184964,-1
200,0.941995320317801,-1
-150,2.26299132323038,1
-300,1.01099352383608,-1
25,4.19299500405759,1
0,2.62099286544253,-1
300,1.17099349069031,-1
-50,2.7349934067679,1
100,2.71799418830778,-1
0,3.22299918853969,-1
-200,3.98299899529957,1
150,2.71900043487403,-1
100,1.87499654781277,-1
