pertSize,reactionTime,initialResponse
100,1.16000028813141,-1
25,2.95199839759152,1
-50,2.48899614965922,-1
-200,1.17999953878461,1
150,0.940998530510115,-1
300,0.737995012044848,-1
-25,2.72099311029888,1
0,2.32200101876515,-1
-300,1.61100068605447,1
50,2.02899699521367,-1
-100,2.44599246764847,1
0,3.33100045740866,-1
200,1.10500137699273,-1
-150,2.7989951990894,1
-100,1.78300119722553,1
-25,3.6899947081838,-1
50,2.31899971402163,-1
200,0.985999634984182,-1
-150,2.95299630785303,1
-300,1.58899916649534,1
25,4.85900141477759,-1
0,2.40699708903412,-1
300,0.791994309191068,-1
-50,2.44799588120077,1
100,2.45099601662514,1
0,3.63199760056159,-1
-200,1.27199828327139,-1
150,1.09599759877165,-1
100,3.15499215388991,1
