pertSize,reactionTime,initialResponse
100,2.31900085997768,1
25,2.77399486077047,-1
-50,2.80799540544103,1
-200,1.74800071609206,1
150,1.81899680519564,-1
300,1.76999648368655,-1
-25,3.44299382579629,1
0,3.05199588835239,-1
-300,2.34099713659816,1
50,3.11099671209377,-1
-100,2.42100194215891,1
0,2.08399787008966,-1
200,2.55399463474896,-1
-150,3.67000153339177,1
-100,3.95599650406803,1
-25,3.077999357105,-1
50,2.37199836636137,-1
200,1.86699301886983,-1
-150,2.79899666798156,1
-300,1.64700104379881,1
25,4.101997832302,-1
0,2.97600096213864,-1
300,2.86699307573144,-1
-50,4.42799999189447,1
100,1.96399748325348,-1
0,4.15699764740566,-1
-200,1.1450010477347,1
150,1.56099299943889,-1
100,2.35499726593844,-1
