pertSize,reactionTime,initialResponse
-150,2.55099628388416,1
200,3.35499659800553,-1
0,3.02199889671465,-1
-100,3.57000243651419,1
50,5.01099470710324,1
-300,2.27300195121643,-1
0,6.45799872362113,-1
-25,5.24700147366093,-1
300,1.1419962642176,-1
150,2.77399419498397,-1
-200,1.39299340605794,1
-50,3.8059967846857,1
25,4.14000205611956,-1
100,2.72499424469424,-1
150,3.02399941170006,-1
-200,1.51299611818831,1
0,4.06200183391047,-1
100,1.94599543594813,-1
-50,2.63100246071554,1
300,0.713000673174975,-1
0,4.72800080299203,1
25,3.1500015845304,-1
-300,3.04699841856927,1
-150,3.43999778031866,1
200,1.82100249111681,-1
50,4.99799996077491,1
-25,5.78599382423999,1
-100,2.93200196325779,1
-150,2.30299467670557,1
