pertSize,reactionTime,initialResponse
100,6.60900019848486,1
25,8.69100500464992,-1
-50,5.89100639939716,1
-200,3.4090054787448,1
150,4.58200529182068,-1
300,1.41300790238893,-1
-25,7.36899928581988,1
0,4.23400585580384,-1
-300,1.80100743341609,1
50,5.25299941599224,-1
-100,3.21999818980839,1
0,7.81800389015552,1
200,3.07800006127218,-1
-150,2.05100372231391,1
-100,6.00399899435433,1
-25,7.64999874508794,1
50,5.41100579512567,-1
200,3.07300260675402,-1
-150,4.11000695527036,1
-300,2.64699857902451,1
25,8.99100262975844,-1
0,7.11900198805233,1
300,3.04000215220731,-1
-50,7.56400251472223,1
100,2.50100680506148,-1
0,5.07300360620138,1
-200,2.48700083899894,1
150,3.45600380838005,-1
100,4.37700436568412,-1
