pertSize,reactionTime,initialResponse
-150,2.07200194477628,1
200,0.689004144667706,-1
0,5.30199904668552,1
-100,1.67300053739746,1
50,8.12499684870272,-1
-300,0.864997790689813,1
0,5.60200242793508,-1
-25,6.45199918282015,-1
300,1.14199637424463,-1
150,1.20599883413524,-1
-200,0.880996833562676,1
-50,3.46100368595216,1
25,3.20699906026857,-1
100,5.49000224340125,-1
150,1.19299645721912,-1
-200,2.15200159549568,1
0,4.5920047667023,-1
100,1.15999741077394,-1
-50,3.368003137708,1
300,0.300998130078369,-1
0,5.50500595306949,1
25,8.42700033724395,1
-300,0.55800253713096,1
-150,1.61399900745892,1
200,0.677002079130034,-1
50,3.77300390553137,-1
-25,7.10000418114214,1
-100,2.38000136136543,1
-150,2.12100274836848,1
