pertSize,reactionTime,initialResponse
100,2.38500111365283,-1
25,7.06699728620151,1
-50,3.66200221145118,1
-200,2.02100359285396,1
150,1.59700540662016,-1
300,1.36399639475712,-1
-25,3.20199898850842,1
0,6.00100590538932,-1
-300,1.13400429165631,1
50,3.7240040115139,-1
-100,1.66200153232057,1
0,4.87300297260663,1
200,1.6050018206879,-1
-150,2.03199909341492,1
-100,2.38999983430404,1
-25,6.12299725842604,1
50,4.80200375974528,-1
200,1.05200108993449,-1
-150,1.79900494086905,1
-300,1.68099654078833,1
25,6.10599624455062,-1
0,7.23999740315048,-1
300,0.473005541447492,-1
-50,3.18899871742906,1
100,1.33899642253527,-1
0,7.31999831414578,1
-200,1.03400137460267,1
150,2.18799658703938,-1
100,2.44399750101729,-1
