pertSize,reactionTime,initialResponse
-150,1.61900215220521,1
200,1.29400131142029,-1
0,2.06499959397479,1
-100,4.70399706363969,1
50,2.17600053405477,-1
-300,2.86199938214122,1
0,2.26599636614264,-1
-25,3.37199842870177,1
300,2.2390033357151,-1
150,2.36099659788306,-1
-200,1.06399685943325,1
-50,2.97699842023576,1
25,4.28800223195867,1
100,2.9249973119513,-1
150,2.42300080549467,-1
-200,1.0440041658876,1
0,2.92300490677007,1
100,3.30099992930627,-1
-50,2.82000499820424,1
300,1.26600538659113,-1
0,4.83999844205391,-1
25,3.75100505828595,1
-300,1.22100160360424,1
-150,0.989005679490219,1
200,1.1020028533967,-1
50,3.12999915135151,-1
-25,2.78099765324441,1
-100,2.3210023065767,1
-150,4.2099978659171,1
