pertSize,reactionTime,initialResponse
-150,1.23799166083336,1
200,0.864991356131213,-1
0,1.73599840331008,-1
-100,2.10799506353942,1
50,2.16299887943023,-1
-300,2.31099135601107,1
0,3.19899927567894,1
-25,4.15200018965697,1
300,0.863996618623787,-1
150,1.50499274206231,-1
-200,1.50899929308798,1
-50,2.59399374937493,1
25,2.47299433397711,-1
100,2.00699821925082,-1
150,1.05399882626079,-1
-200,2.02799866032001,1
0,2.72100062405661,-1
100,2.09399501657026,-1
-50,2.12599526619306,-1
300,1.47999444221932,-1
0,2.57699731206958,-1
25,2.06799947201944,-1
-300,0.722993690724252,1
-150,1.22500093412236,1
200,1.01899491667427,-1
50,1.87099128257978,-1
-25,1.53299768364377,-1
-100,1.72499566555052,-1
-150,1.64799274134566,1
