pertSize,reactionTime,initialResponse
-150,2.41500339889899,1
200,0.995005131364451,-1
0,1.47199978316348,-1
-100,0.721005993604194,1
50,1.5590021632961,1
-300,0.627000825646974,1
0,2.89200078725844,1
-25,1.40100570547656,1
300,0.858998187664838,-1
150,1.81100625658291,-1
-200,1.64199797141919,1
-50,2.20200098562782,1
25,2.59800592136889,1
100,1.50000011205702,-1
150,0.614002283218724,-1
-200,1.62700142490939,1
0,1.61199711597146,1
100,7.47300650311081,1
-50,1.96099841416435,-1
300,0.382006326799456,-1
0,2.00100272775308,-1
25,1.96100306988228,-1
-300,1.01600655079528,1
-150,1.44800018716342,1
200,1.03999906325771,-1
50,2.21899869549816,-1
-25,3.76400103485503,1
-100,0.881003846530803,1
-150,0.783003789903887,1
