pertSize,reactionTime,initialResponse
100,1.96500192725216,-1
25,3.24200885390746,-1
-50,3.06300231790374,-1
-200,1.52100306927605,1
150,2.24900906669791,1
300,2.05000161266071,-1
-25,3.09200511180825,1
0,3.9000042310945,1
-300,1.63100443446456,1
50,3.32800446546025,1
-100,2.35100467514712,1
0,2.42300606214849,1
200,2.20000816464017,-1
-150,2.41000753759727,1
-100,2.39100135898479,1
-25,3.18800389456737,1
50,2.86000582957058,1
200,3.12000229990372,-1
-150,2.06400980328908,1
-300,1.0090047550184,1
25,NaN,NaN
0,3.4620005023462,-1
300,1.20800812697416,-1
-50,1.76300165963039,-1
100,2.2310025904153,-1
0,1.75899997806118,-1
-200,0.823004590034543,1
150,2.23200196015387,1
100,3.91300131070602,1
