pertSize,reactionTime,initialResponse
-150,4.66800607240293,1
200,3.80900295340689,-1
0,8.51000277983985,-1
-100,2.95300490617956,1
50,3.93399845218664,-1
-300,3.08400720929785,1
0,NaN,NaN
-25,4.35899941634852,1
300,1.37500222313247,-1
150,4.74800114202662,1
-200,2.79100093686429,1
-50,4.19900247525948,1
25,6.05500191974716,-1
100,3.64000667190703,-1
150,4.22600676739239,-1
-200,2.68900525248318,1
0,4.89300296532747,-1
100,7.8849986073983,-1
-50,4.46099846673314,1
300,2.22899936950125,-1
0,8.44200719952642,1
25,4.55100606023916,-1
-300,3.84400332808582,1
-150,4.94499723219633,1
200,3.51700617432653,-1
50,7.24900669240742,1
-25,4.94100473391882,-1
-100,3.94700439071312,1
-150,5.26500389826106,1
