pertSize,reactionTime,initialResponse
-150,2.10600217532919,1
200,1.68500486576522,-1
0,4.30100571668299,1
-100,2.86599855136592,1
50,4.62000303792593,-1
-300,2.21900256085064,1
0,5.11300366616342,1
-25,7.71900484156504,1
300,1.69000465249701,-1
150,2.76399964559096,-1
-200,2.07100463318784,1
-50,4.72400049245334,1
25,5.5940038542758,1
100,1.89399994897394,-1
150,3.82400621831039,-1
-200,1.9719962772142,1
0,3.09900037061743,1
100,2.88500217878754,-1
-50,3.57600549924246,1
300,2.77100243139284,-1
0,3.79300584435259,1
25,4.04599894535204,-1
-300,1.27800044727337,1
-150,2.18900001644943,1
200,1.89699669981201,-1
50,3.07699670767761,-1
-25,4.29599804913596,1
-100,2.34400554132299,1
-150,1.68499712371704,1
