pertSize,reactionTime,initialResponse
100,2.53400207162485,-1
25,2.58000286996685,-1
-50,1.68700262343918,1
-200,1.22700329423242,1
150,2.10200212478958,-1
300,1.41699625730689,-1
-25,2.57700379014568,1
0,4.4730012366781,1
-300,0.930998179319431,1
50,2.02200373804953,-1
-100,3.36100045085186,1
0,4.64399953019893,-1
200,1.60699684286374,-1
-150,2.10599796426686,1
-100,1.59400050473778,1
-25,4.5199999709148,1
50,2.82700073492742,-1
200,1.67899849748937,-1
-150,1.02299870085699,1
-300,1.08999639964168,1
25,3.78199568641139,1
0,4.07200312746136,-1
300,5.87100520825334,-1
-50,6.38100331354508,1
100,3.96199654138036,-1
0,3.98499827528576,1
-200,3.0009992355117,1
150,2.03999804854539,-1
100,3.56100315809454,-1
