pertSize,reactionTime,initialResponse
-150,2.07300021946139,1
200,2.33200405287789,-1
0,3.75899629401829,1
-100,2.18499849462387,1
50,5.11599995171855,1
-300,1.28800022447103,1
0,3.31699694919371,-1
-25,2.07399861860176,1
300,1.58999712538207,-1
150,1.9199984486113,-1
-200,1.88899719226174,1
-50,2.8409995428301,1
25,4.01199594450009,-1
100,1.94099547302903,-1
150,3.03100295400509,-1
-200,0.85300205504609,1
0,2.15299816727202,1
100,3.92000008546893,-1
-50,2.07899798679136,1
300,1.64099718034413,-1
0,2.77399512231204,1
25,3.47900404620304,1
-300,1.04300337850873,1
-150,3.02999741363601,1
200,1.69599613416358,-1
50,4.06499845671351,-1
-25,3.12000214648288,1
-100,1.19700038206065,1
-150,2.68099974381767,1
