pertSize,reactionTime,initialResponse
100,4.1109994177823,-1
25,2.63799802899302,1
-50,2.71299707889557,1
-200,0.829994281528343,1
150,1.98099420249491,-1
300,1.61599238061899,-1
-25,4.07299308157235,-1
0,3.42099738311663,1
-300,0.0640013657830423,1
50,2.85199619769992,-1
-100,1.25299526441086,1
0,2.90099779438606,-1
200,1.66799843085028,-1
-150,2.61799779820285,1
-100,3.32099728119647,1
-25,2.83200098216184,1
50,2.29199169910135,-1
200,1.77899891448033,-1
-150,1.64899473237892,1
-300,1.47399374723318,1
25,3.36699578666594,1
0,4.34000022697728,1
300,2.13299744152755,-1
-50,2.82099710881448,-1
100,3.41699609565694,-1
0,4.09999373841129,1
-200,2.17199719691416,1
150,2.23500011861324,-1
100,2.89199950349575,-1
