pertSize,reactionTime,initialResponse
100,1.47000074922835,-1
25,2.42300100445573,1
-50,1.2499999667416,1
-200,0.687996891851071,1
150,0.660999922154588,-1
300,0.914000563498121,-1
-25,0.667998163458833,1
0,2.58800274109672,1
-300,0.803000699161203,1
50,2.31599945401831,1
-100,1.07099722778366,1
0,2.01000290775119,1
200,0.74200197934988,-1
-150,0.953998217701155,1
-100,1.12099453103292,1
-25,3.9499973322163,-1
50,2.72399863231112,-1
200,0.869999291178829,-1
-150,0.690003498792066,1
-300,0.981994566798676,1
25,2.00499713599856,-1
0,3.39300034641929,1
300,0.959000676630239,-1
-50,0.997000527502678,1
100,2.21700247371336,1
0,3.28300124681118,1
-200,0.669998616220255,1
150,1.02099469899986,-1
100,1.02699720441888,-1
