pertSize,reactionTime,initialResponse
100,5.36799692512432,1
25,6.30399730373756,1
-50,7.6720006144169,1
-200,3.28100033987721,1
150,5.49100093221932,-1
300,1.88700241100742,-1
-25,7.68600229347066,-1
0,3.63000306380854,1
-300,2.68099534488283,1
50,4.63199818111025,1
-100,5.2560007237189,1
0,6.54100047374959,1
200,2.23600109899417,-1
-150,3.55300446010369,1
-100,5.65000003768364,1
-25,7.44400293279614,1
50,7.63699564278068,1
200,2.2129990550311,-1
-150,2.7810020755569,1
-300,3.58299625576183,1
25,4.97300100792199,-1
0,5.73200352740241,-1
300,6.6089990187902,-1
-50,7.34600178075198,1
100,3.71700293160393,-1
0,4.17699613071454,1
-200,3.65300251008011,1
150,7.81700430286583,-1
100,6.33299734712637,-1
