pertSize,reactionTime,initialResponse
100,3.53799881720624,-1
25,5.32599465966632,-1
-50,7.10099060094944,1
-200,2.30099970912852,1
150,2.75200019001932,-1
300,1.72899551177397,-1
-25,8.10499999416061,1
0,3.14099517226714,-1
-300,0.84100029230467,1
50,6.59799169182952,-1
-100,1.06499461913336,1
0,3.21499334598047,1
200,2.44599311137426,-1
-150,0.773990845205844,1
-100,3.24199467933795,1
-25,6.67899854362622,1
50,8.74099060190201,-1
200,3.05199330497271,-1
-150,1.22699738646043,1
-300,1.75999269699969,1
25,NaN,NaN
0,3.37299283123139,-1
300,1.72799922669219,-1
-50,2.97599644756701,1
100,4.07199389970629,-1
0,2.80899958038935,-1
-200,1.93200022876408,1
150,2.01500019598461,-1
100,3.91199423742364,-1
