pertSize,reactionTime,initialResponse
100,1.04400821673335,-1
25,2.83900476204872,-1
-50,2.02300748192647,1
-200,2.14300828587875,1
150,3.21100506806397,-1
300,2.40000107097148,-1
-25,4.20400513076311,1
0,4.63100887310429,1
-300,1.09200115346903,1
50,3.80200220620463,-1
-100,1.9690085561233,1
0,2.24100787723,1
200,1.86300708830095,-1
-150,2.23100527834322,1
-100,1.96800829815766,1
-25,4.15100557720143,1
50,8.04900230407657,-1
200,2.43000317180122,-1
-150,1.8780091524095,1
-300,1.53300659191154,1
25,3.91500837206695,-1
0,4.85900292789302,1
300,2.08800318944122,-1
-50,4.41000255750987,1
100,2.56900851499813,-1
0,1.74900059985521,-1
-200,2.59700704228453,1
150,5.20400845384574,-1
100,9.07400255560788,-1
