pertSize,reactionTime,initialResponse
100,1.41200527417095,-1
25,2.83400555956177,-1
-50,4.30700162696303,1
-200,0.973999856949376,1
150,0.962003153559635,-1
300,1.88200014876929,-1
-25,4.88700479721592,1
0,7.10000544774084,1
-300,0.772003527759807,1
50,2.78300523220969,-1
-100,3.43100788342417,1
0,4.17200559555931,-1
200,1.69500300633808,-1
-150,1.87199886488816,1
-100,2.81400604593364,1
-25,4.4840046466561,1
50,2.29500055145763,-1
200,1.07500011991942,-1
-150,0.68400184118218,1
-300,0.740005022162222,1
25,5.74800557946583,-1
0,4.6200015830982,1
300,2.098001480932,-1
-50,1.25800256728689,1
100,4.05300760817045,-1
0,5.3350018002966,1
-200,2.04900761901808,1
150,2.26000190222112,-1
100,2.79200031160872,-1
