pertSize,reactionTime,initialResponse
100,4.79100483131333,-1
25,4.50300461494771,1
-50,3.0050042016519,1
-200,0.507999730827578,1
150,1.02300803661637,-1
300,1.77200557422475,-1
-25,4.55500024497451,1
0,4.30400751924753,-1
-300,1.16200053822831,1
50,2.18200406050892,-1
-100,2.62300375092309,1
0,5.04100126123376,-1
200,2.74600401616044,-1
-150,2.98500927567511,1
-100,1.49300821554789,1
-25,2.91000004672969,1
50,2.95600043582817,-1
200,1.51100923776539,-1
-150,0.803003630280728,1
-300,0.695000411753426,1
25,3.10400545191806,-1
0,4.46399982273579,1
300,1.84800537586125,-1
-50,1.73400846505683,1
100,1.95300913655956,-1
0,2.58700392783066,1
-200,0.733008055569371,1
150,1.93600358546246,-1
100,2.46900803136668,-1
