pertSize,reactionTime,initialResponse
-150,2.63600848865462,1
200,4.25500621760148,-1
0,4.03100170195103,1
-100,4.72300387454015,1
50,5.70000878298015,-1
-300,2.75999990427226,1
0,5.73900028848584,-1
-25,5.01899942040473,1
300,3.06600908851397,-1
150,6.79000661635655,-1
-200,1.51599964725756,1
-50,6.0610040595493,1
25,4.38600291395414,-1
100,4.67000312435266,-1
150,3.41199923169916,-1
-200,2.55299967825704,1
0,6.06000529658922,1
100,7.49100017058663,-1
-50,3.74600334107527,1
300,3.13000322210428,-1
0,7.01000121176185,-1
25,6.66700298142678,-1
-300,2.61700273561291,1
-150,3.72200856066047,1
200,5.18000654399657,-1
50,4.617000677943,-1
-25,5.05200411474652,1
-100,3.82400090884767,1
-150,2.8210022615167,-1
