pertSize,reactionTime,initialResponse
-150,2.55200719011191,1
200,3.21000657499098,-1
0,5.13400003969582,1
-100,4.99800921238057,1
50,7.34300885868288,-1
-300,3.08100428486068,1
0,5.20300962567853,1
-25,4.20900486755272,1
300,4.71200391817547,-1
150,3.84600562894775,-1
-200,4.93000162136741,1
-50,3.84900746953645,1
25,7.91500084316795,-1
100,4.45800951337878,-1
150,5.70700669503276,-1
-200,3.73900704980042,1
0,8.28000262808928,1
100,5.13600227928691,-1
-50,7.2970021505389,1
300,4.30300837993855,-1
0,7.61800481176761,1
25,5.87200962210045,1
-300,2.78000419402088,1
-150,2.71100541353371,1
200,4.51200899398827,-1
50,5.11900734663504,-1
-25,3.91000731456734,1
-100,3.74600115978683,1
-150,2.9120090794604,1
