pertSize,reactionTime,initialResponse
100,4.86000093007169,-1
25,6.48900597727334,1
-50,5.11100153100415,1
-200,6.81500903094275,1
150,4.47200712919584,-1
300,5.42100538373052,-1
-25,8.11900277984387,1
0,7.35900111639785,-1
-300,3.47400806129008,1
50,7.5040027853247,1
-100,3.97900872040191,1
0,7.81000413119909,1
200,3.49100206196454,-1
-150,3.99400792205415,1
-100,5.02400190043409,1
-25,8.1270013624453,-1
50,4.28100425613229,1
200,3.364001626971,-1
-150,3.86200123679737,1
-300,2.94600490904122,1
25,6.12600627994834,1
0,4.28400303972012,1
300,6.38500347018271,-1
-50,3.24900460911158,1
100,5.17000114393159,-1
0,8.0400005134361,-1
-200,3.81100321650592,1
150,4.41199998187949,-1
100,7.59100777614367,1
