pertSize,reactionTime,initialResponse
-150,2.0259937043229,1
200,1.26799405205384,-1
0,5.30999578666524,-1
-100,2.30799259758351,1
50,2.87200096714514,-1
-300,1.80799197840679,1
0,5.862997689248,1
-25,3.36799873077689,1
300,1.90899419689231,-1
150,2.2579968593127,-1
-200,1.78199668216985,1
-50,5.54999922478601,1
25,4.83099548280734,1
100,5.34899515712459,-1
150,2.95899342846678,-1
-200,1.62299289953808,1
0,5.4739922914523,1
100,3.05199280178931,-1
-50,5.61699357283214,1
300,1.34999684071954,-1
0,4.96799350869696,1
25,5.67200086426601,-1
-300,1.77499286222883,1
-150,1.93899606704508,1
200,1.25099805391073,-1
50,4.740997255205,1
-25,4.05799129104707,1
-100,2.93399618125113,1
-150,2.93199651849136,1
