pertSize,reactionTime,initialResponse
-150,1.21099967074406,1
200,0.901999909168808,-1
0,3.92699928284128,1
-100,1.51199742663448,1
50,4.64500029790361,-1
-300,1.76699969959736,1
0,4.9799955308481,1
-25,2.72199664104119,1
300,1.44699862230482,-1
150,3.25299792099395,-1
-200,1.52099501431076,1
-50,3.03399571526097,1
25,3.5189982396405,-1
100,3.1749932733801,-1
150,3.09999321818759,-1
-200,1.50199569559481,1
0,6.25500162017852,1
100,3.2859921472118,-1
-50,2.68099613130471,1
300,0.912999589803803,-1
0,6.01899706018594,-1
25,7.36499775695847,1
-300,1.48199310743803,1
-150,2.32399238860671,1
200,1.51399169779324,-1
50,6.53199742055585,1
-25,3.74199397850316,1
-100,2.77800043845491,1
-150,1.47499408114527,1
