pertSize,reactionTime,initialResponse
100,5.7730057030858,-1
25,4.99000700461329,-1
-50,2.34000272511912,1
-200,3.4480058437548,1
150,1.85900435685471,-1
300,1.48200387978432,-1
-25,4.1009985162018,1
0,5.7290053293691,-1
-300,2.46900545286917,1
50,4.77499792527669,-1
-100,2.52499906420417,1
0,4.03599940216372,-1
200,1.47800681376248,-1
-150,2.96899971854145,1
-100,5.55800628924044,1
-25,6.05899898170901,-1
50,6.17200748025789,1
200,2.88500224280142,-1
-150,2.67099983370281,1
-300,2.49300738477177,1
25,5.23099973666103,-1
0,5.50300712728495,1
300,2.60000665795815,-1
-50,6.14199876808561,1
100,3.06300285660836,-1
0,7.91399855053169,1
-200,2.81799885487271,1
150,2.35599756562442,-1
100,7.00500031637785,1
