pertSize,reactionTime,initialResponse
100,1.60200058877672,-1
25,2.51999871015869,1
-50,3.5050017545218,1
-200,0.659002760294243,1
150,1.52900208139909,-1
300,1.32100032329618,-1
-25,2.28500592338969,1
0,4.31800511277106,1
-300,0.11500415635237,1
50,4.74299917399912,1
-100,1.4880065162215,1
0,4.21100105452933,1
200,1.38100064683385,-1
-150,1.68600787973992,1
-100,2.34100121128722,1
-25,4.61399934459041,1
50,1.73999913311127,-1
200,1.35399978149508,-1
-150,1.59999990499637,1
-300,0.264008216385264,1
25,4.35100680589676,1
0,5.11000386632077,1
300,0.782001029016101,-1
-50,3.76400143003411,1
100,3.01200131738733,-1
0,5.05000054180709,-1
-200,0.637998789316043,1
150,1.49099919522268,-1
100,1.6820060356913,-1
