pertSize,reactionTime,initialResponse
-150,3.37200013327674,1
200,4.80899903392856,-1
0,4.11899743843242,-1
-100,3.72999086249183,1
50,8.21399140369613,-1
-300,1.63499579143536,1
0,4.32899825274944,1
-25,5.45199701535603,1
300,1.85099038684712,-1
150,4.71199114596675,-1
-200,1.73299433326611,1
-50,3.15499186039233,1
25,6.22199599027954,1
100,5.71299353003269,1
150,3.61999361360358,1
-200,1.43199206292775,1
0,7.62999960983143,1
100,4.47799102616409,-1
-50,6.9099940137894,1
300,1.95299889767193,-1
0,3.63399556493823,-1
25,4.11999622595613,-1
-300,1.13799968445528,1
-150,2.14099047076888,1
200,6.25999217104982,1
50,5.57799645089835,1
-25,2.37999709367432,1
-100,1.75999489688547,1
-150,2.03199376809789,1
