pertSize,reactionTime,initialResponse
-150,1.70100104987796,1
200,0.550004011514829,-1
0,1.94600336134317,-1
-100,1.58000279736734,1
50,3.85100674712885,-1
-300,0.0350003659696085,1
0,2.45099788677908,1
-25,6.30600683522061,1
300,0.631999392389844,-1
150,1.43299744927936,-1
-200,0.474004219649942,1
-50,2.27199842786649,1
25,5.22200217020873,1
100,0.799999770883005,1
150,1.00599754464929,-1
-200,2.56499854481081,1
0,4.40900698447513,1
100,2.89100271618372,-1
-50,5.26300371778052,1
300,0.33499844455946,-1
0,3.35800053024286,1
25,2.00000219965295,-1
-300,0.133004480121599,1
-150,1.06600081169745,1
200,0.532002059218939,-1
50,4.45900390875613,-1
-25,6.01500458729424,1
-100,1.46000074577023,1
-150,1.06199958753859,1
