pertSize,reactionTime,initialResponse
-150,2.3379930525989,1
200,0.896996297356964,-1
0,4.1139955266699,-1
-100,3.59999886465084,1
50,1.67699209177226,-1
-300,0.969997898573638,1
0,5.4549985364647,1
-25,5.43399479448271,1
300,1.46599814295769,-1
150,1.51799776959524,-1
-200,2.08299205279036,1
-50,2.97199749660649,1
25,5.56599874627136,-1
100,1.84999678003805,-1
150,1.43799988042883,-1
-200,1.57299404239166,1
0,5.29899593257869,1
100,0.927992004151747,-1
-50,4.23599273383297,1
300,0.951992106078251,-1
0,6.14999204599735,-1
25,5.56699510788894,-1
-300,0.298994018317899,1
-150,3.21500158619892,1
200,1.71999223935563,-1
50,7.08899232995464,1
-25,3.95099285220931,1
-100,3.71099589025835,1
-150,3.30299784910312,1
