pertSize,reactionTime,initialResponse
-150,1.08799630629801,1
200,0.875998459930997,-1
0,4.27499867033475,-1
-100,2.25099691224023,1
50,2.96999982273701,-1
-300,0.591000643493317,1
0,7.39899645232799,-1
-25,6.75299649667431,-1
300,0.830993387462513,-1
150,2.9960007184709,-1
-200,0.92799887907313,1
-50,5.23000119042263,-1
25,6.05000009178912,-1
100,5.20499469387141,-1
150,1.97100156867236,-1
-200,1.65599940061657,1
0,6.51399898314412,1
100,2.16900221669493,-1
-50,7.54099532472901,-1
300,0.779001258371864,-1
0,3.89100060892088,-1
25,2.59399758731888,1
-300,0.447993953224795,1
-150,2.16700097238936,1
200,0.585998503680457,-1
50,1.14099395227095,-1
-25,6.24900028610136,-1
-100,1.78499941658811,1
-150,0.891995857477013,1
