pertSize,reactionTime,initialResponse
100,1.78200296020805,-1
25,5.33400303256349,1
-50,3.91899690091668,1
-200,1.65900405251887,1
150,1.6019966965905,-1
300,1.55000267088326,-1
-25,7.07499951827776,-1
0,4.73700202583859,1
-300,1.87600161814771,1
50,7.23300274729991,-1
-100,5.03999984204711,1
0,5.51900217092043,1
200,1.24200235116587,-1
-150,2.37100075495255,1
-100,3.56500145589962,1
-25,5.51699851632293,1
50,5.54600276672863,-1
200,1.07800115227292,-1
-150,2.18800031149294,1
-300,0.838997421618842,1
25,6.88400450599147,1
0,7.21000063228712,-1
300,1.70300202488579,-1
-50,3.57900536286616,1
100,2.87500383603765,-1
0,3.78999706387549,-1
-200,3.12800345444703,1
150,1.8310035253744,-1
100,1.7300003012424,-1
