pertSize,reactionTime,initialResponse
-150,2.156001534815,1
200,3.00999394273822,-1
0,4.65199357008532,-1
-100,2.64100189899909,1
50,4.07999688088603,-1
-300,2.34500025248417,1
0,4.14000206136552,-1
-25,4.04299698579416,-1
300,2.62899896704766,-1
150,2.79199694334966,-1
-200,1.70099992811447,1
-50,3.85499512934621,1
25,5.22099781560973,-1
100,2.79699837147928,-1
150,1.69899429309589,-1
-200,2.09400295066735,1
0,4.05099805939244,-1
100,2.96100104486686,-1
-50,3.97000097214914,-1
300,1.34699313688179,-1
0,4.44199619806022,1
25,4.33099790882989,1
-300,1.71100123977521,1
-150,2.26199978720979,1
200,2.80999846780469,-1
50,3.99100171327154,-1
-25,4.97899343514291,1
-100,2.49099320614187,1
-150,2.11099506616301,1
